year,level,conference,author,title,isBest
2014,"A","CHI","Thomas Fritz","Persuasive technology in the real world: a study of long-term use of activity sensing devices for fitness",false
2014,"A","CHI","Todd Kulesza","Structured labeling for facilitating concept evolution in machine learning",true
2014,"A","CHI","William T. Odom","Designing for slowness, anticipation and re-visitation: a long term field study of the photobox",true
2014,"A","CHI","Xiang 'Anthony' Chen","Duet: exploring joint interactions on a smart phone and a smart watch",true
2014,"A","CHI","Yunfeng Zhang","Understanding multitasking through parallelized strategy exploration and individualized cognitive modeling",true
2014,"A","CVPR","Andrej Karpathy","Large-Scale Video Classification with Convolutional Neural Networks",false
2014,"A","CVPR","Chandraker, M.","What Camera Motion Reveals about Shape with Unknown BRDF",true
2014,"A","CVPR","Ross B. Girshick","Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation",false
2014,"A","CVPR","Yaniv Taigman","DeepFace: Closing the Gap to Human-Level Performance in Face Verification",false
2014,"A","FOCS","Amir Abboud","Popular Conjectures Imply Strong Lower Bounds for Dynamic Problems",false
2014,"A","FOCS","Moritz Hardt","Understanding Alternating Minimization for Matrix Completion",false
2014,"A","FOCS","Raef Bassily","Private Empirical Risk Minimization: Efficient Algorithms and Tight Error Bounds",false
2014,"A","FOCS","Stephen M. Rumble","Log-structured memory for DRAM-based storage",true
2014,"A","FSE/ESEC","Akash Lal","Powering the static driver verifier using corral",true
2014,"A","FSE/ESEC","Annie T. T. Ying","Selection and presentation practices for code example summarization",true
2014,"A","FSE/ESEC","Denny Vrandecic","Wikidata: a free collaborative knowledgebase",false
2014,"A","FSE/ESEC","H. V. Jagadish","Big data and its technical challenges",false
2014,"A","FSE/ESEC","Klaus-Benedikt Schultis","Architecture challenges for internal software ecosystems: a large-scale industry case study",true
2014,"A","FSE/ESEC","Miltiadis Allamanis","Learning natural coding conventions",true
2014,"A","FSE/ESEC","Mingxing Zhang","AI: a lightweight system for tolerating concurrency bugs",true
2014,"A","FSE/ESEC","René Just","Are mutants a valid substitute for real faults in software testing?",true
2014,"A","FSE/ESEC","William Enck","TaintDroid: an information flow tracking system for real-time privacy monitoring on smartphones",false
2014,"A","HPCA","Kevin Kai-Wei Chang","Improving DRAM performance by parallelizing refreshes with accesses.",false
2014,"A","HPCA","Lei Wang","BigDataBench: a Big Data Benchmark Suite from Internet Services.",false
2014,"A","HPCA","Wenhao Jia","MRPB: Memory request prioritization for massively parallel processors",false
2014,"A","ICML","Danilo Jimenez Rezende","Stochastic Backpropagation and Approximate Inference in Deep Generative Models.",false
2014,"A","ICML","Jeff Donahue","DeCAF: A Deep Convolutional Activation Feature for Generic Visual Recognition.",false
2014,"A","ICML","Jian Tang","Understanding the Limiting Factors of Topic Modeling via Posterior Contraction Analysis.",true
2014,"A","ICML","Quoc V. Le","Distributed Representations of Sentences and Documents.",false
2014,"A","ICSE","Alessandra Gorla","Checking app behavior against app descriptions",false
2014,"A","ICSE","Emerson R. Murphy-Hill","Cowboys, ankle sprains, and keepers of quality: how is video game development different from software development?",true
2014,"A","ICSE","Georgios Gousios","An exploratory study of the pull-based software development model",false
2014,"A","ICSE","Jonathan Bell","Unit test virtualization with VMVM",true
2014,"A","ICSE","Laura Inozemtseva","Coverage is not strongly correlated with test suite effectiveness",true
2014,"A","ICSE","Ning Chen","AR-miner: mining informative reviews for developers from mobile app marketplace",false
2014,"A","ICSE","Nélio Cacho","Trading robustness for maintainability: an empirical study of evolving c# programs",true
2014,"A","ICSE","Paige Rodeghero","Improving automated source code summarization via an eye-tracking study of programmers",true
2014,"A","ICSE","Saba Alimadadi","Understanding JavaScript event-based interactions",true
2014,"A","ICSE","Semih Okur","A study and toolkit for asynchronous programming in c#",true
2014,"A","ICSE","Thanassis Avgerinos","Enhancing symbolic execution with veritesting",true
2014,"A","ICSE","Yepang Liu","Characterizing and detecting performance bugs for smartphone applications",true
2014,"A","INFOCOM","Bing Wang","Privacy-preserving multi-keyword fuzzy search over encrypted data in the cloud",false
2014,"A","INFOCOM","Dong Zhao","How to crowdsource tasks truthfully without sacrificing utility: Online incentive mechanisms with budget constraint",false
2014,"A","INFOCOM","Zhenni Feng","TRAC: Truthful auction for location-aware collaborative sensing in mobile crowdsourcing",false
2014,"A","INFOCOM","t v lakshman","Joint static and dynamic traffic scheduling in data center networks",true
2014,"A","KDD","Aaron Q. Li","Reducing the sampling complexity of topic models",true
2014,"A","KDD","Bryan Perozzi","DeepWalk: online learning of social representations",false
2014,"A","KDD","Defu Lian","GeoMF: joint geographical modeling and matrix factorization for point-of-interest recommendation",false
2014,"A","KDD","Xin Dong 0001","Knowledge vault: a web-scale approach to probabilistic knowledge fusion.",false
2014,"A","LICS","Beniamino Accattoli","Beta reduction is invariant, indeed",false
2014,"A","LICS","Flavien Breuvart","On the characterization of models of H",true
2014,"A","LICS","James Brotherston","A decision procedure for satisfiability in separation logic with inductive predicates",false
2014,"A","LICS","Luca Padovani","Deadlock and lock freedom in the linear π-calculus",false
2014,"A","LICS","Yaron Velner","Finite-memory strategy synthesis for robust multidimensional mean-payoff objectives",true
2014,"A","MOBICOM","Lei Yang","Tagoram: real-time tracking of mobile RFID tags to high precision using COTS devices",true
2014,"A","MOBICOM","Yan Wang","E-eyes: device-free location-oriented activity identification using fine-grained WiFi signatures",false
2014,"A","MOBICOM","Ye-Sheng Kuo","Luxapose: indoor positioning with mobile phones and visible light",false
2014,"A","OSDI","Adam Belay","IX: a protected dataplane operating system for high throughput and low latency",true
2014,"A","OSDI","Andrew Baumann","Shielding applications from an untrusted cloud with Haven",true
2014,"A","OSDI","Joseph E. Gonzalez","GraphX: graph processing in a distributed dataflow framework",false
2014,"A","OSDI","Mu Li","Scaling distributed machine learning with the parameter server",false
2014,"A","OSDI","Simon Peter","Arrakis: the operating system is the control plane",true
2014,"A","PLDI","Jade Alglave","Herding Cats: Modelling, Simulation, Testing, and Data Mining for Weak Memory",false
2014,"A","PLDI","Steven Arzt","FlowDroid: precise context, flow, field, object-sensitive and lifecycle-aware taint analysis for Android apps",false
2014,"A","PLDI","Veselin Raychev","Code completion with statistical language models",false
2014,"A","PLDI","Vu Le","Compiler validation via equivalence modulo inputs",true
2014,"A","PLDI","Wonsun Ahn","Improving JavaScript performance by deconstructing the type system",true
2014,"A","PLDI","Xin Zhang","On abstraction refinement for program analyses in Datalog",true
2014,"A","RTSS","Abusayeed Saifullah","CapNet: A Real-Time Wireless Management Network for Data Center Power Capping.",true
2014,"A","RTSS","Alan Burns","A Wormhole NoC Protocol for Mixed Criticality Systems",false
2014,"A","RTSS","Shiguang Wang","Towards Cyber-Physical Systems in Social Spaces: The Data Reliability Challenge",false
2014,"A","RTSS","Xuefeng Liu","Wi-Sleep: Contactless Sleep Monitoring via WiFi Signals",false
2014,"A","S&P","Ben Sasson, E.","Zerocash: Decentralized Anonymous Payments from Bitcoin",false
2014,"A","S&P","Enes Göktas","Out of Control: Overcoming Control-Flow Integrity",false
2014,"A","S&P","Marcin Andrychowicz","Secure Multiparty Computations on Bitcoin",false
2014,"A","S&P","Shayak Sen","Bootstrapping Privacy Compliance in Big Data Systems",true
2014,"A","SIGCOMM","Aaron Gember-Jacobson","OpenNF: enabling innovation in network function control",false
2014,"A","SIGCOMM","David Naylor","Balancing accountability and privacy in the network",true
2014,"A","SIGCOMM","Mohammad Alizadeh","CONGA: distributed congestion-aware load balancing for datacenters",true
2014,"A","SIGCOMM","Te-Yuan Huang","A buffer-based approach to rate adaptation: evidence from a large video streaming service",false
2014,"A","SIGIR","Giuseppe Ottaviano","Partitioned Elias-Fano indexes",true
2014,"A","SIGIR","Jeffrey Dalton","Entity query feature expansion using knowledge base links.",false
2014,"A","SIGIR","Jile Zhou","Latent semantic sparse hashing for cross-modal similarity search",false
2014,"A","SIGIR","Yongfeng Zhang","Explicit factor models for explainable recommendation based on phrase-level sentiment analysis",false
2014,"A","SIGMOD","Ankit Toshniwal","Storm@twitter",false
2014,"A","SIGMOD","Ce Zhang","Materialization optimizations for feature selection workloads",true
2014,"A","SIGMOD","Qi Li","Resolving conflicts in heterogeneous data by truth discovery and source reliability estimation",false
2014,"A","SIGMOD","Youze Tang","Influence maximization: near-optimal time complexity meets practical efficiency",false
2014,"A","STOC","Amit Sahai","How to use indistinguishability obfuscation: deniable encryption, and more",false
2014,"A","STOC","Irit Dinur","Analytical approach to parallel repetition",false
2014,"A","STOC","Laurent Massoulié","Community detection thresholds and the weak Ramanujan property",false
2014,"A","STOC","Thomas Rothvoß","The matching polytope has exponential extension complexity",true
2014,"A","USENIX ATC","Avi Kivity","OSv: optimizing the operating system for virtual machines",false
2014,"A","USENIX ATC","Dan Levin","Panopticon: reaping the benefits of incremental SDN deployment in enterprise networks",false
2014,"A","USENIX ATC","Diego Ongaro","In search of an understandable consensus algorithm",true
2014,"A","USENIX ATC","Lynne Salameh","HACK: hierarchical ACKs for efficient wireless medium utilization",true
2014,"A","USENIX Security","Brendan Saltaformaggio","DSCRETE: automatic rendering of forensic information from memory images via application logic reuse",true
2014,"A","USENIX Security","Caroline Tice","Enforcing forward-edge control-flow integrity in GCC & LLVM",false
2014,"A","USENIX Security","Kyle Soska","Automatically detecting vulnerable websites before they turn malicious",true
2014,"A","USENIX Security","Matthew Fredrikson","Privacy in pharmacogenetics: an end-to-end case study of personalized warfarin dosing",true
2014,"A","USENIX Security","Nicholas Carlini","ROP is still dangerous: breaking modern defenses",false
2014,"A","USENIX Security","Yuval Yarom","FLUSH+RELOAD: a high resolution, low noise, L3 cache side-channel attack",false
2014,"A","VLDB","Alexander Alexandrov","The Stratosphere platform for big data analytics.",false
2014,"A","VLDB","Djellel Eddine Difallah","OLTP-Bench: an extensible testbed for benchmarking relational databases",false
2014,"A","VLDB","Felix Martin Schuhknecht","The uncracked pieces in database cracking",true
2014,"A","VLDB","Hien To","A framework for protecting worker location privacy in spatial crowdsourcing",false
2014,"A","VLDB","Jiang Dawei","epiC: an extensible and scalable system for processing Big Data",true
2014,"A","VLDB","Stefan Funke","On k-Path Covers and their Applications.",true
2014,"A","VLDB","Uwe Jugel","M4: a visualization-oriented time series data aggregation",true
2014,"A","VLDB","Yannis Klonatos","Building efficient query engines in a high-level language",true
2014,"A","WWW","Ashton Anderson","Engaging with massive online courses",false
2014,"A","WWW","Justin Cheng","Can cascades be predicted?",false
2014,"A","WWW","Michael Mitzenmacher","Efficient estimation for high similarities using odd sketches",true
2014,"A","WWW","Yelong Shen","Learning semantic representations using convolutional neural networks for web search",false
2014,"B","ACSAC","Dina Hadziosmanovic","Through the eye of the PLC: semantic security monitoring for industrial processes.",false
2014,"B","ACSAC","Hendrik Meutzner","Using automatic speech recognition for attacking acoustic CAPTCHAs: the trade-off between usability and security.",true
2014,"B","ACSAC","Marco Balduzzi","A security evaluation of AIS automated identification system.",false
2014,"B","ACSAC","Tamas K. Lengyel","Scalability, fidelity and stealth in the DRAKVUF dynamic malware analysis system.",false
2014,"B","CIKM","George D. Montanez","Cross-Device Search",true
2014,"B","CIKM","Quan Yuan","Graph-based Point-of-interest Recommendation with Geographical and Temporal Influences",false
2014,"B","CIKM","Tong Zhao","Leveraging Social Connections to Improve Personalized Ranking for Collaborative Filtering",false
2014,"B","CIKM","Yelong Shen","A Latent Semantic Model with Convolutional-Pooling Structure for Information Retrieval",false
2014,"B","CoNEXT","Bin Fan","Cuckoo Filter: Practically Better Than Bloom.",false
2014,"B","CoNEXT","David Naylor","The Cost of the ""S"" in HTTPS.",false
2014,"B","CoNEXT","Jie Xiong","MIDAS: Empowering 802.11ac Networks with Multiple-Input Distributed Antenna Systems.",true
2014,"B","CoNEXT","Robert Soulé","Merlin: A Language for Provisioning Network Resources.",false
2014,"B","DAC","Anuj Pathania","Integrated CPU-GPU power management for 3D mobile games",false
2014,"B","DAC","Luca Gaetano Amarù","Majority-Inverter Graph: A Novel Data-Structure and Algorithms for Efficient Logic Optimization.",false
2014,"B","DAC","Muhammad Shafique","The EDA Challenges in the Dark Silicon Era: Temperature, Reliability, and Variability Perspectives",false
2014,"B","DAC","Viraj Athavale","Code coverage of assertions using RTL source code analysis",true
2014,"B","DATE","Benoît Dupont de Dinechin","Time-critical computing on a single-chip massively parallel processor",false
2014,"B","DATE","Cong Liu","A low-power, high-performance approximate multiplier with configurable partial error recovery",false
2014,"B","DATE","Mudit Bhargava","An efficient reliable PUF-based cryptographic key generator in 65nm CMOS",true
2014,"B","DATE","Sofiane Lagraa","Scalability bottlenecks discovery in MPSoC platforms using data mining on simulation traces",true
2014,"B","DATE","Taylor, Michael B.","A landscape of the new dark silicon design regime",false
2014,"B","DATE","Weiwei Chen","May-happen-in-parallel analysis based on segment graphs for safe ESL models",true
2014,"B","FPGA","Jared Casper","Hardware acceleration of database operations",false
2014,"B","FPGA","Mohammed Alawad","Energy-efficient multiplier-less discrete convolver through probabilistic domain transformation",false
2014,"B","FPGA","Richard Dorrance","A scalable sparse matrix-vector multiplication kernel for energy-efficient sparse-blas on FPGAs",false
2014,"B","FPGA","Safeen Huda","Optimizing effective interconnect capacitance for FPGA power reduction",true
2014,"B","IPSN","Dong Wang","Using humans as sensors: An estimation-theoretic perspective",false
2014,"B","IPSN","Iyswarya Narayanan","One meter to find them all: water network leak localization using a single flow meter",true
2014,"B","IPSN","Niranjini Rajagopal","Visual light landmarks for mobile devices.",false
2014,"B","IPSN","Ossi Johannes Kaltiokallio","Non-invasive respiration rate monitoring using a single COTS TX-RX pair.",true
2014,"B","IPSN","Zhuoling Xiao","Lightweight map matching for indoor localisation using conditional random fields",true
2014,"B","ISSTA","Andrew Henderson","Make it work, make it right, make it fast: building a platform-neutral whole-system dynamic binary analysis platform",false
2014,"B","ISSTA","Omer Tripp","Hybrid security analysis of web JavaScript code via dynamic partial evaluation",true
2014,"B","ISSTA","René Just","Defects4J: a database of existing faults to enable controlled testing studies for Java programs",false
2014,"B","ISSTA","René Just","Efficient mutation analysis by propagating and partitioning infected execution states",true
2014,"B","ISSTA","René Just","The major mutation framework: efficient and scalable mutation analysis for Java",false
2014,"B","ISSTA","Rongxin Wu","CrashLocator: locating crashing faults based on crash stacks",true
2014,"B","LISA","Dinei Florêncio","An administrator's guide to internet password research",false
2014,"B","LISA","Karthik Kambatla","The truth about MapReduce performance on SSDs",false
2014,"B","LISA","Lei Xue","Towards detecting target link flooding attack",false
2014,"B","LISA","Luca Deri","Realtime high-speed network traffic monitoring using ntopng",true
2014,"B","LISA","Sara Alspaugh","Analyzing log analysis: an empirical study of user log mining",true
2014,"B","MobiHoc","Cheng Wang","Modeling data dissemination in online social networks: a geographical perspective on bounding network traffic load",true
2014,"B","MobiHoc","Cong Shi","COSMOS: computation offloading as a service for mobile devices",false
2014,"B","MobiHoc","Muyuan Li","All your location are belong to us: breaking mobile social networks for automated user location tracking",false
2014,"B","MobiHoc","Wenjie Hu","Quality-aware traffic offloading in wireless networks",false
2014,"B","MobiSys","Abhinav Parate","RisQ: recognizing smoking gestures with inertial sensors on a wristband",false
2014,"B","MobiSys","Ardalan Amiri Sani","Rio: a system solution for sharing i/o between mobile systems",true
2014,"B","MobiSys","Kiryong Ha","Towards wearable cognitive assistance",false
2014,"B","MobiSys","S. M. Shahriar Nirjon","COIN-GPS: indoor localization from direct GPS receiving.",true
2014,"B","MobiSys","Shuai Hao","PUMA: programmable UI-automation for large-scale dynamic analysis of mobile apps",false
2014,"B","NSDI","Fadel Adib","3D tracking via body radio reflections",false
2014,"B","NSDI","Jinho Hwang","NetVM: High Performance and Flexible Networking Using Virtualization on Commodity Platforms",false
2014,"B","NSDI","Joao Martins","ClickOS and the art of network function virtualization",false
2014,"B","NSDI","Mihai Dobrescu","Software dataplane verification",true
2014,"B","PACT","Cheng-Chieh Huang","ATCache: reducing DRAM cache latency via a small SRAM tag cache",false
2014,"B","PACT","Harshvardhan","KLA: a new algorithmic paradigm for parallel graph computations",true
2014,"B","PACT","Jason Ansel","OpenTuner: an extensible framework for program autotuning",false
2014,"B","PACT","Ying Ye","COLORIS: a dynamic cache partitioning system using page coloring",false
2014,"B","PODS","Edith Cohen","All-Distances Sketches, Revisited: HIP Estimators for Massive Graphs Analysis",false
2014,"B","PODS","Paul Beame","Skew in parallel query processing",false
2014,"B","PODS","Piotr Indyk","Composable core-sets for diversity and coverage maximization",false
2014,"B","PODS","Tom J. Ameloot","Weaker forms of monotonicity for declarative networking: a more fine-grained answer to the calm-conjecture",true
2014,"B","RTAS","Heechul Yun","PALLOC: DRAM bank-aware memory allocator for performance isolation on multicore platforms",false
2014,"B","RTAS","Hyoseung Kim","Bounding memory interference delay in COTS-based multi-core systems",true
2014,"B","RTAS","Michael Zimmer","FlexPRET: A processor platform for mixed-criticality systems",false
2014,"B","SDM","Alex Beutel","FlexiFaCT: Scalable Flexible Factorization of Coupled Tensors on Hadoop.",false
2014,"B","SDM","Rami Al-Rfou'","POLYGLOT-NER: Massive Multilingual Named Entity Recognition.",false
2014,"B","SDM","Sheng Li","Robust Subspace Discovery through Supervised Low-Rank Constraints.",true
2014,"B","SDM","William S. Cleveland","Data science: An action plan for expanding the technical areas of the field of statistics.",false
2014,"B","SIGMETRICS","Neil Stuart Walton","Concave Switching in Single and Multihop Networks.",true
2014,"B","SIGMETRICS","Nicolas Viennot","A measurement study of google play",false
2014,"B","SIGMETRICS","Samira Manabi Khan","The efficacy of error mitigation techniques for DRAM retention failures: a comparative experimental study.",false
2014,"B","SIGMETRICS","Zhenhua Liu","Pricing data center demand response",false
2014,"B","SODA","Christian Borgs","Maximizing social influence in nearly optimal time",false
2014,"B","SODA","JA Kelner","An almost-linear-time algorithm for approximate max flow in undirected graphs, and its multicommodity generalizations",true
2014,"B","SODA","Michel X. Goemans","Polynomiality for bin packing with a constant number of item types",true
2014,"B","SODA","Niv Buchbinder","Submodular maximization with cardinality constraints",false
2014,"B","SPAA","Jiayang Jiang","Parallel Peeling Algorithms",true
2014,"B","SPAA","Luca Becchetti","Simple dynamics for plurality consensus",false
2014,"B","SPAA","William Hasenplaugh","Ordering heuristics for parallel graph coloring",false
2014,"B","SPAA","Yusen Li","On dynamic bin packing for resource allocation in the cloud",false
2014,"B","SenSys","Josiah D. Hester","Ekho: realistic and repeatable experimentation for tiny energy-harvesting sensors.",true
2014,"B","SenSys","Kartik Sankaran","Using mobile phone barometer for low-power transportation context detection",false
2014,"B","SenSys","Valentin Radu","A semi-supervised learning approach for robust indoor-outdoor detection with smartphones",false
2014,"B","SenSys","Yun Cheng","AirCloud: a cloud-based air-quality monitoring system for everyone",false
2014,"B","UIST","Artem Dementyev","WristFlex: low-power gesture input with wrist-worn pressure sensors",false
2014,"B","UIST","Brett R. Jones","RoomAlive: magical experiences enabled by scalable, adaptive projector-camera units.",false
2014,"B","UIST","Daniela Retelny","Expert crowdsourcing with flash teams",true
2014,"B","UIST","Ken Hinckley","Sensing techniques for tablet+stylus interaction",true
2014,"B","UIST","Simon Olberding","PrintScreen: fabricating highly customizable thin-film touch-displays",true
2013,"A","AAAI","Gary Doran","SMILe: Shuffled Multiple-Instance Learning.",true
2013,"A","AAAI","Janardhan Rao Doppa","HC-Search: Learning Heuristics and Cost Functions for Structured Prediction.",true
2013,"A","AAAI","Niveda Krishnamoorthy","Generating Natural-Language Video Descriptions Using Text-Mined Knowledge.",false
2013,"A","AAAI","Thanh Hong Nguyen","Analyzing the Effectiveness of Adversary Modeling in Security Games.",false
2013,"A","AAAI","Yueting Zhuang","Supervised Coupled Dictionary Learning with Group Structures for Multi-modal Retrieval.",false
2013,"A","CHI","Agha Ali Raza","Job opportunities through entertainment: virally spread speech-based services for low-literate users",true
2013,"A","CHI","Basak Alper","Weighted graph comparison techniques for brain connectivity analysis",true
2013,"A","CHI","Brett R. Jones","IllumiRoom: peripheral projected illusions for interactive experiences",true
2013,"A","CHI","Constantin Schmidt","Screenfinity: extending the perception area of content on very large public displays",true
2013,"A","CHI","David R. Flatla","SPRWEB: preserving subjective responses to website colour schemes through automatic recolouring",true
2013,"A","CHI","Eric B. Hekler","Mind the theoretical gap: interpreting, using, and developing behavioral theory in HCI research",true
2013,"A","CHI","Harold Thimbleby","Reasons to question seven segment displays",true
2013,"A","CHI","Jeffrey Bardzell","What is ""critical"" about critical design?",true
2013,"A","CHI","Lilly C. Irani","Turkopticon: interrupting worker invisibility in amazon mechanical turk",true
2013,"A","CHI","Lisa Anthony","Analyzing user-generated youtube videos to understand touchscreen use by people with motor impairments",true
2013,"A","CHI","Michael S. Bernstein","Quantifying the invisible audience in social networks",false
2013,"A","CHI","Mohamed Musthag","Labor dynamics in a mobile micro-task market",true
2013,"A","CHI","Paul Denny","The effect of virtual achievements on student engagement",false
2013,"A","CHI","Ranjitha Kumar","Webzeitgeist: design mining the web",true
2013,"A","CHI","Spence Green","The efficacy of human post-editing for language translation",true
2013,"A","CHI","Stefanie Mueller","LaserOrigami: laser-cutting 3D objects",true
2013,"A","CHI","Stephen Fitchett","Improving navigation-based file retrieval",true
2013,"A","CHI","Thomas Erickson","The dubuque electricity portal: evaluation of a city-scale residential electricity consumption feedback system",true
2013,"A","CHI","Tom A. Rodden","At home with agents: exploring attitudes towards future smart energy infrastructures",true
2013,"A","CHI","Xuan Zhao","The many faces of facebook: experiencing social media as performance, exhibition, and personal archive",true
2013,"A","CHI","patrick baudisch","LaserOrigami: laser-cutting 3D objects",true
2013,"A","CVPR","Chuan Yang","Saliency Detection via Graph-Based Manifold Ranking",false
2013,"A","CVPR","Thomas Dean","Fast, Accurate Detection of 100,000 Object Classes on a Single Machine",true
2013,"A","CVPR","Xuehan Xiong","Supervised Descent Method and Its Applications to Face Alignment",false
2013,"A","CVPR","Yi Wu","Online Object Tracking: A Benchmark",false
2013,"A","FOCS","Adam Marcus","Interlacing Families I: Bipartite Ramanujan Graphs of All Degrees",false
2013,"A","FOCS","Aleksander Madry","Navigating Central Path with Electrical Flows: From Flows to Matchings, and Back",true
2013,"A","FOCS","John C. Duchi","Local Privacy and Statistical Minimax Rates",false
2013,"A","FOCS","Sanjam Garg","Candidate Indistinguishability Obfuscation and Functional Encryption for all Circuits",false
2013,"A","HPCA","Donghyuk Lee","Tiered-latency DRAM: A low latency and low cost DRAM architecture",false
2013,"A","HPCA","Emily Blem","Power struggles: Revisiting the RISC vs. CISC debate on contemporary ARM and x86 architectures",false
2013,"A","HPCA","Mu-Tien Chang","Technology comparison for large last-level caches (L3Cs): Low-leakage SRAM, low write-energy STT-RAM, and refresh-optimized eDRAM",false
2013,"A","HPCA","Richard Sampson","Sonic Millip3De: A massively parallel 3D-stacked accelerator for 3D ultrasound",true
2013,"A","ICDE","Andy Yuan Xue","Destination prediction by sub-trajectory synthesis and privacy protection against such prediction",false
2013,"A","ICDE","Michael J. Franklin","Crowdsourced enumeration queries",true
2013,"A","ICDE","Viktor Leis","The adaptive radix tree: ARTful indexing for main-memory databases",false
2013,"A","ICDE","Wahbeh H. Qardaji","Differentially private grids for geospatial data",false
2013,"A","ICML","Ian J. Goodfellow","Maxout Networks",false
2013,"A","ICML","Ilya Sutskever","On the importance of initialization and momentum in deep learning.",false
2013,"A","ICML","Razvan Pascanu","On the difficulty of training recurrent neural networks.",false
2013,"A","ICML","Rishabh Iyer","Fast Semidifferential-based Submodular Function Optimization.",true
2013,"A","ICML","Roi Livni","Vanishing Component Analysis.",true
2013,"A","ICSE","Alberto Bacchelli","Expectations, outcomes, and challenges of modern code review",false
2013,"A","ICSE","Dale Blue","Interaction-based test-suite minimization",true
2013,"A","ICSE","Daryl Posnett","Dual ecological measures of focus in software development",true
2013,"A","ICSE","Dongsun Kim","Automatic patch generation learned from human-written patches",true
2013,"A","ICSE","Felienne Hermans","Data clone detection and visualization in spreadsheets",true
2013,"A","ICSE","Hoang Duong Thien Nguyen","SemFix: Program repair via semantic analysis",false
2013,"A","ICSE","Marian Petre","UML in practice",true
2013,"A","ICSE","Weiyi Shang","Assisting developers of Big Data Analytics Applications when deploying on Hadoop clouds",true
2013,"A","IJCAI","Johannes Hoffart","YAGO2: a spatially and temporally enhanced knowledge base from wikipedia (extended abstract)",false
2013,"A","IJCAI","Michel Wilson","Flexibility and decoupling in the simple temporal problem",true
2013,"A","IJCAI","Mohamed E. Hussein","Human action recognition using a temporal hierarchy of covariance descriptors on 3D joint locations",false
2013,"A","IJCAI","Thanawin Rakthanmanon","Data mining a trillion time series subsequences under dynamic time warping",false
2013,"A","IJCAI","Ziyu Wang","Bayesian optimization in high dimensions via random embeddings",true
2013,"A","INFOCOM","Boyang Wang","Public auditing for shared data with efficient user revocation in the cloud",false
2013,"A","INFOCOM","Elisha J. Rosensweig","On the steady-state of cache networks.",true
2013,"A","INFOCOM","Sugam Agarwal","Traffic engineering in software defined networks",false
2013,"A","INFOCOM","Yang Kan","DAC-MACS: Effective data access control for multiauthority cloud storage systems",false
2013,"A","KDD","Chris Thornton","Auto-WEKA: combined selection and hyperparameter optimization of classification algorithms",false
2013,"A","KDD","Edo Liberty","Simple and deterministic matrix sketching",true
2013,"A","KDD","H. Brendan McMahan","Ad click prediction: a view from the trenches",false
2013,"A","KDD","Yu Zheng","U-Air: when urban air quality inference meets big data",false
2013,"A","LICS","Alur, R.","Regular Functions and Cost Register Automata",false
2013,"A","LICS","Daniel R. Licata","Calculating the Fundamental Group of the Circle in Homotopy Type Theory",false
2013,"A","LICS","Ioana Cristescu","A Compositional Semantics for the Reversible p-Calculus",false
2013,"A","LICS","Ori Lahav","From Frame Properties to Hypersequent Rules in Modal Logics",true
2013,"A","MOBICOM","Karthikeyan Sundaresan","FluidNet: a flexible cloud-based radio access network for small cells",false
2013,"A","MOBICOM","Qifan Pu","Whole-home gesture recognition using wireless signals",true
2013,"A","MOBICOM","Yong Li","Multiple Mobile Data Offloading Through Disruption Tolerant Networks",false
2013,"A","PLDI","Chinawat Isradisaikul","Reconciling exhaustive pattern matching with objects",true
2013,"A","PLDI","Evan Czaplicki","Asynchronous functional reactive programming for GUIs",false
2013,"A","PLDI","Jeff Huang","CLAP: recording local executions to reproduce concurrency failures",true
2013,"A","PLDI","Jonathan Ragan-Kelley","Halide: a language and compiler for optimizing parallelism, locality, and recomputation in image processing pipelines",false
2013,"A","PLDI","Rishabh Singh","Automated feedback generation for introductory programming assignments",false
2013,"A","PLDI","Sriram Sankaranarayanan","Static analysis for probabilistic programs: inferring whole program properties from finitely many paths",true
2013,"A","PLDI","Tony Nowatzki","A general constraint-centric scheduling framework for spatial architectures",true
2013,"A","RTSS","Alexander Wieder","On Spin Locks in AUTOSAR: Blocking Analysis of FIFO, Unordered, and Priority-Ordered Spin Locks",false
2013,"A","RTSS","Glenn A. Elliott","GPUSync: A Framework for Real-Time GPU Management",false
2013,"A","RTSS","Yi-Hung Wei","RT-WiFi: Real-Time High-Speed Communication Protocol for Wireless Cyber-Physical Control Applications",true
2013,"A","S&P","Chao Zhang","Practical Control Flow Integrity and Randomization for Binary Executables",false
2013,"A","S&P","Laszlo Szekeres","SoK: Eternal War in Memory",false
2013,"A","S&P","Miers, I.","Zerocoin: Anonymous Distributed E-Cash from Bitcoin",false
2013,"A","SIGCOMM","Chi-Yao Hong","Achieving high utilization with software-driven WAN",false
2013,"A","SIGCOMM","Dinesh Bharadia","Full duplex radios",false
2013,"A","SIGCOMM","Sushant Jain","B4: experience with a globally-deployed software defined wan",false
2013,"A","SIGCOMM","Vincent Liu","Ambient backscatter: wireless communication out of thin air",true
2013,"A","SIGIR","Jovian Lin","Addressing cold-start in app recommendation: latent user models constructed from twitter followers",false
2013,"A","SIGIR","Quan Yuan","Time-aware point-of-interest recommendation",false
2013,"A","SIGIR","Rishabh Mehrotra","Improving LDA topic models for microblogs via tweet pooling and automatic labeling",false
2013,"A","SIGIR","Ryen White","Beliefs and biases in web search",true
2013,"A","SIGMOD","Bin Shao","Trinity: a distributed graph engine on a memory cloud",false
